0.4945 45.6000 10.3047 5.1317 -51.7964 -4.9604 4.5067 0.2210 3.1144 38.4377 22.2722 17.0227 -4.7882 -16.4793 21.2344 -21.0937 -8.8332 3604.7761 -0.6390 -3.4019 16.7111 19.9042 3.5934 -10.4311 -24.3528 -8.2938 -2.7266 3.2821 0.4373 1.6585 | -7.6107
-4.6002 9.2226 5.2290 3.1876 -7.5396 -65.9808 -4.5397 -0.5866 -4.4597 1.6586 -11.7630 -0.7084 -6.3653 -3.4273 3.2414 -5.7374 -594.3094 2.8577 3644.8387 -0.3349 -3.0299 24.2726 2.6878 3.4027 11.4139 -29.4921 -9.8033 -2.7311 5.5017 -6.5475 | -15.1752
-3.0408 -4.6272 -4.9928 -1.6817 -28.8337 -6.5955 -47.7273 81.7891 -43.2774 -22.3375 -7.1145 -17.7632 -45.8087 5.2242 -73.5816 0.1436 6.5230 1.1577 -3.4853 1753.7838 3.7797 -13.3775 -32.9213 21.5103 0.8712 0.6026 30.1937 12.5573 0.0215 6.9162 | -3.4348
7.2427 2.4880 25.1786 -1.8129 -5.0894 2.7693 -6.7106 -0.2750 -12.2620 -3.9798 -2.3533 -66.5412 -5.1398 -5.0084 -6.9421 18.8606 11.4268 -18.4599 -240.1920 138.9770 -4804.3478 14.7629 8.9462 13.8344 48.4421 2.3390 3.6501 -22.3224 9.6571 23.5492 | 13.7891
-4.3211 -15.2683 -50.6453 -6.8745 -4.6013 4.9417 3.9795 -61.3688 1.4290 4.9859 14.3354 -3.3934 6.8043 11.0116 7.1296 6.8503 2.1036 8.7479 3.5746 -0.8275 21.4140 -1801.1111 3.1680 1.3004 -4.7211 -10.2214 1.4084 -25.9052 -40.2540 -81.0448 | -7.6999
-15.5651 14.7349 7.9847 -3.7139 39.7714 2.2502 5.0104 -5.9255 21.4626 9.5498 -5.8977 -12.7238 14.7468 2.6876 5.9172 34.4384 -3.7131 5.3398 1.6116 -11.4963 -1.1671 18.0685 -2394.1975 7.8289 0.1155 -65.5235 3.2393 384.9853 -7.3790 16.2391 | 2.9463
-9.0864 -14.9020 5.8080 0.1291 -3.5174 3.8405 162.6372 -0.9699 5.6842 4.0381 5.0515 1.2655 -3.1958 -13.9880 -16.1550 -19.7936 -10.2805 8.2391 -2.5301 3.4310 3.2710 19.2842 -6.1501 687.9221 -4.0489 -5.7501 -7.0709 -9.9063 -12.5728 78.1453 | -0.9898
-3.3129 -10.0663 1.7284 -0.6517 10.2555 -5.1362 -3.0694 -5.8413 -18.1310 -10.7896 39.0419 -39.1645 -13.8367 -93.2796 8.4399 -11.5566 0.6777 3.1248 -8.8853 8.8386 59.8715 -0.4527 0.7599 33.8038 -3667.7143 4.5296 3.4907 -27.5152 -8.0269 -0.0319 | -11.7930
0.3958 4.0738 0.3963 -9.7272 4.6450 -5.0000 -5.2920 0.7049 -19.1451 10.7315 -0.4287 0.8140 50.6270 8.3964 0.5405 1.8508 -0.3954 0.5208 -23.0578 3.8382 5.1925 -6.3163 -9.6118 -9.8440 -2.4401 387.3913 -4.4074 -0.5663 2.9363 -1.6586 | -2.8407
71.8486 4.4251 0.4655 -1.5187 65.3759 20.3314 -6.4628 -14.2757 -6.0883 -2.1756 47.3090 -3.4691 20.9189 -5.3596 -65.1885 -12.7882 -16.7395 -0.6730 -0.2582 3.7374 -53.8641 -11.1724 2.9135 3.2541 7.1814 -6.7136 630.5018 -8.1458 13.5944 11.7164 | 2.7056
-58.0444 -2.2411 2.0995 -4.7951 -11.6689 2.6728 -12.0172 -62.9515 4.2054 2.2396 1.8125 17.1044 7.9455 -3.9170 -0.0743 -12.1958 -1.1087 -5.0283 6.7720 24.2266 2.3462 -0.9055 5.6783 -39.4252 8.5958 -1.3228 -7.0857 529.1085 4.0156 -3.7394 | 1.9769
32.0030 3.1348 -5.5119 -24.6591 80.3186 -15.2805 -2.6729 -20.4688 2.0385 24.3820 79.6247 -2.4958 2.4380 -43.6033 10.0709 4.1558 -43.3299 47.4532 7.4253 -10.3488 -16.6119 18.3523 9.4691 15.5338 -4.9566 -2.4676 -5.8414 -30.5051 -843.7500 -1.5951 | -5.5471
-3.9897 -12.2855 -3.0013 11.1555 24.0440 -7.1118 6.6532 -4.0146 2.5155 -5.5811 0.6775 -17.4087 2.0682 -7.1058 5.5123 7.3511 2.6453 -4.4172 5.1915 -23.9984 -3.9156 6.0383 6.7350 3.3320 -1.5537 9.2194 14.0941 0.7821 -8.5550 349.8123 | -29.6391
